shot_value,field_goal_percentage,lag1,home_crowd,score_diff,game_num,shot_outcome_numeric
3,0.4721,0.0,0,0,1,0
2,0.5794,0.0,0,0,1,0
3,0.5337,0.0,0,-3,1,1
2,0.5794,-1.0,0,-5,1,1
2,0.5535,0.0,0,-7,1,1
1,0.5535,1.0,0,-7,1,0
2,0.5535,-1.0,0,-7,1,0
2,0.5337,1.0,0,-7,1,0
2,0.5337,-1.0,0,-9,1,1
3,0.5877,0.0,0,-9,1,0
2,0.5877,-1.0,0,-9,1,1
3,0.5056,0.0,0,-9,1,0
2,0.4721,-1.0,0,-9,1,0
3,0.4721,-1.0,0,-9,1,0
2,0.5,0.0,0,-11,1,1
3,0.4721,-1.0,0,-9,1,1
2,0.5056,-1.0,0,-9,1,0
2,0.5794,1.0,0,-11,1,1
1,0.5337,1.0,0,-10,1,1
1,0.5337,1.0,0,-11,1,1
2,0.5535,-1.0,0,-11,1,0
3,0.5535,-1.0,0,-11,1,0
3,0.5794,1.0,0,-14,1,1
3,0.5337,1.0,0,-14,1,0
3,0.5056,-1.0,0,-17,1,1
3,0.4928,0.0,0,-20,1,1
3,0.5056,1.0,0,-23,1,1
3,0.5337,-1.0,0,-23,1,0
1,0.5535,-1.0,0,-24,1,1
1,0.5535,1.0,0,-25,1,1
3,0.5056,1.0,0,-28,1,1
2,0.5877,1.0,0,-30,1,1
3,0.5877,1.0,0,-24,1,0
1,0.5877,-1.0,0,-25,1,1
1,0.5877,1.0,0,-25,1,0
3,0.4928,1.0,0,-25,1,0
2,0.5877,-1.0,0,-27,1,1
2,0.3333,0.0,0,-27,1,0
3,0.5056,1.0,0,-27,1,0
3,0.5337,-1.0,0,-25,1,0
2,0.5794,1.0,0,-27,1,1
2,0.5535,1.0,0,-25,1,0
3,0.5877,1.0,0,-25,1,0
2,0.5877,-1.0,0,-27,1,1
2,0.5535,-1.0,0,-29,1,1
1,0.5535,1.0,0,-30,1,1
3,0.5337,-1.0,0,-31,1,1
2,0.4721,1.0,0,-29,1,0
3,0.4928,-1.0,0,-32,1,1
3,0.5877,1.0,0,-29,1,0
2,0.4721,-1.0,0,-28,1,1
1,0.4721,1.0,0,-27,1,1
1,0.4721,1.0,0,-28,1,1
3,0.5337,1.0,0,-25,1,0
3,0.5877,-1.0,0,-25,1,0
2,0.5056,-1.0,0,-25,1,0
3,0.4928,1.0,0,-25,1,0
2,0.5794,1.0,0,-25,1,0
2,0.5794,-1.0,0,-27,1,1
2,0.4721,1.0,0,-27,1,1
3,0.5056,-1.0,0,-25,1,0
3,0.5337,-1.0,0,-28,1,1
3,0.5877,-1.0,0,-26,1,0
3,0.5337,1.0,0,-24,1,0
2,0.5877,-1.0,0,-24,1,0
1,0.5535,1.0,0,-25,1,1
1,0.5535,1.0,0,-25,1,0
1,0.3333,-1.0,0,-25,1,0
2,0.4928,-1.0,0,-25,1,0
3,0.5877,-1.0,0,-28,1,1
3,0.5056,-1.0,0,-28,1,0
1,0.5056,-1.0,0,-25,1,1
1,0.5056,1.0,0,-26,1,1
3,0.5337,0.0,0,0,2,0
2,0.4721,0.0,0,-2,2,1
2,0.5337,-1.0,0,-2,2,0
2,0.4721,1.0,0,-2,2,0
2,0.5337,-1.0,0,-4,2,1
2,0.5877,0.0,0,-6,2,1
3,0.5877,1.0,0,-9,2,1
2,0.4721,-1.0,0,-9,2,0
3,0.5337,1.0,0,-9,2,0
3,0.5535,0.0,0,-9,2,1
2,0.4721,-1.0,0,-9,2,0
3,0.4721,-1.0,0,-9,2,0
2,0.4928,0.0,0,-7,2,0
3,0.5337,-1.0,0,-10,2,1
1,0.5337,1.0,0,-10,2,0
1,0.5337,-1.0,0,-10,2,0
3,0.5535,1.0,0,-10,2,0
2,0.5794,0.0,0,-12,2,1
2,0.5794,1.0,0,-12,2,0
2,0.4721,-1.0,0,-10,2,0
1,0.5337,-1.0,0,-9,2,1
1,0.5337,1.0,0,-10,2,1
3,0.5337,1.0,0,-11,2,1
2,0.4721,-1.0,0,-13,2,1
3,0.5337,1.0,0,-13,2,0
2,0.5794,-1.0,0,-13,2,0
1,0.5877,1.0,0,-14,2,1
1,0.5877,1.0,0,-14,2,0
2,0.5535,-1.0,0,-16,2,1
2,0.5877,-1.0,0,-16,2,0
2,0.5535,1.0,0,-18,2,1
3,0.5877,-1.0,0,-18,2,0
1,0.5877,-1.0,0,-19,2,1
1,0.5877,1.0,0,-20,2,1
2,0.5535,1.0,0,-22,2,1
2,0.5794,-1.0,0,-22,2,0
3,0.4721,1.0,0,-20,2,0
2,0.5535,1.0,0,-20,2,0
3,0.5337,-1.0,0,-18,2,0
3,0.5535,-1.0,0,-18,2,0
2,0.4721,-1.0,0,-20,2,1
2,0.5337,-1.0,0,-20,2,0
2,0.5794,-1.0,0,-20,2,1
3,0.5877,1.0,0,-17,2,0
2,0.5794,1.0,0,-17,2,1
3,0.4721,1.0,0,-17,2,0
2,0.5794,1.0,0,-17,2,0
3,0.5056,0.0,0,-17,2,0
2,0.4721,-1.0,0,-17,2,0
3,0.5337,-1.0,0,-17,2,0
2,0.5056,-1.0,0,-17,2,0
3,0.4928,-1.0,0,-15,2,0
3,0.4721,-1.0,0,-15,2,0
2,0.5535,-1.0,0,-15,2,0
3,0.4928,-1.0,0,-18,2,1
2,0.5794,-1.0,0,-18,2,0
3,0.5056,-1.0,0,-19,2,1
3,0.4721,-1.0,0,-22,2,1
2,0.5794,-1.0,0,-22,2,0
3,0.5535,-1.0,0,-22,2,1
2,0.5535,1.0,0,-19,2,1
1,0.5337,-1.0,0,-20,2,1
1,0.5337,1.0,0,-21,2,1
2,0.4721,1.0,0,-19,2,0
2,0.5056,1.0,0,-21,2,1
2,0.4721,-1.0,0,-23,2,1
1,0.5337,1.0,0,-24,2,1
1,0.5337,1.0,0,-25,2,1
3,0.4211,0.0,0,-23,2,0
2,0.4721,1.0,0,-22,2,0
1,0.4721,-1.0,0,-23,2,1
1,0.4721,1.0,0,-24,2,1
2,0.5877,-1.0,0,-23,2,1
2,0.4721,1.0,0,-23,2,0
2,0.5877,1.0,0,-23,2,1
2,0.4721,-1.0,0,-23,2,0
2,0.5877,1.0,0,-25,2,1
1,0.5056,1.0,0,-24,2,1
1,0.5056,1.0,0,-25,2,1
2,0.5056,1.0,0,-25,2,0
2,0.3333,0.0,0,-21,2,0
2,0.5056,-1.0,0,-21,2,0
2,0.5,0.0,0,-21,2,0
3,0.5535,0.0,0,0,3,0
3,0.4721,0.0,0,0,3,1
3,0.5535,-1.0,0,-3,3,1
2,0.4721,1.0,0,-2,3,0
3,0.5337,0.0,0,-2,3,1
2,0.5877,0.0,0,-1,3,1
3,0.5877,1.0,0,1,3,0
3,0.5337,1.0,0,3,3,0
3,0.4721,-1.0,0,0,3,1
3,0.4721,1.0,0,0,3,0
3,0.4721,-1.0,0,0,3,0
3,0.5877,-1.0,0,0,3,0
2,0.5337,-1.0,0,-2,3,1
3,0.5877,-1.0,0,0,3,0
3,0.4721,-1.0,0,0,3,0
3,0.5056,0.0,0,2,3,0
3,0.5535,1.0,0,4,3,0
3,0.5535,-1.0,0,4,3,0
3,0.5337,1.0,0,4,3,0
3,0.5535,-1.0,0,4,3,0
2,0.5,0.0,0,4,3,0
1,0.5,-1.0,0,4,3,0
1,0.5,-1.0,0,3,3,1
3,0.5337,-1.0,0,5,3,0
3,0.5535,-1.0,0,5,3,0
3,0.5877,-1.0,0,5,3,0
2,0.5337,-1.0,0,5,3,0
3,0.4721,-1.0,0,2,3,1
3,0.5535,-1.0,0,4,3,0
3,0.4928,0.0,0,4,3,0
3,0.4721,1.0,0,4,3,0
3,0.5337,-1.0,0,4,3,0
2,0.5877,-1.0,0,2,3,1
2,0.5337,-1.0,0,2,3,0
3,0.5535,-1.0,0,2,3,0
2,0.5877,1.0,0,2,3,0
1,0.5,1.0,0,1,3,1
1,0.5,1.0,0,0,3,1
3,0.4721,-1.0,0,0,3,0
2,0.5535,-1.0,0,3,3,0
3,0.5056,-1.0,0,3,3,0
2,0.5056,-1.0,0,1,3,1
3,0.5337,-1.0,0,0,3,1
2,0.5535,-1.0,0,0,3,1
3,0.5877,-1.0,0,0,3,0
2,0.4721,-1.0,0,-2,3,1
3,0.5794,0.0,0,-2,3,0
2,0.4721,1.0,0,-4,3,1
3,0.5535,1.0,0,-4,3,0
2,0.5794,-1.0,0,-3,3,1
3,0.5877,-1.0,0,-1,3,0
3,0.5056,1.0,0,-1,3,1
3,0.5056,1.0,0,-2,3,1
3,0.5056,1.0,0,0,3,0
2,0.5794,1.0,0,2,3,0
3,0.4721,1.0,0,2,3,0
3,0.5337,1.0,0,-1,3,1
3,0.5337,1.0,0,-1,3,0
2,0.5794,-1.0,0,-1,3,0
2,0.5877,-1.0,0,-1,3,0
3,0.4721,-1.0,0,-4,3,1
3,0.5337,-1.0,0,-7,3,1
3,0.5337,1.0,0,-5,3,0
3,0.5535,-1.0,0,-8,3,1
3,0.5877,-1.0,0,-6,3,0
3,0.5877,-1.0,0,-6,3,0
2,0.5877,-1.0,0,-4,3,0
2,0.5535,1.0,0,-6,3,1
3,0.4721,1.0,0,-6,3,0
2,0.5535,1.0,0,-6,3,0
2,0.5535,-1.0,0,-6,3,0
2,0.5794,-1.0,0,-8,3,1
2,0.5535,-1.0,0,-10,3,1
3,0.4721,-1.0,0,-10,3,0
2,0.5877,-1.0,0,-10,3,0
3,0.5337,-1.0,0,-10,3,0
3,0.5877,-1.0,0,-9,3,0
2,0.5056,-1.0,0,-9,3,0
1,0.5535,1.0,0,-9,3,0
1,0.5535,-1.0,0,-10,3,1
2,0.4721,-1.0,0,-10,3,0
2,0.4721,-1.0,0,-12,3,1
3,0.5056,-1.0,0,-14,3,1
2,0.5535,1.0,0,-14,3,0
2,0.4721,0.0,0,-2,4,1
2,0.5877,0.0,0,-4,4,1
1,0.5337,0.0,0,-5,4,1
1,0.5337,1.0,0,-6,4,1
3,0.5056,0.0,0,-5,4,0
3,0.4721,1.0,0,-8,4,1
3,0.4721,1.0,0,-6,4,0
2,0.4721,-1.0,0,-6,4,0
2,0.5056,-1.0,0,-3,4,0
3,0.4928,0.0,0,-3,4,0
2,0.5,0.0,0,-3,4,0
2,0.5056,-1.0,0,-2,4,1
2,0.5794,0.0,0,-4,4,1
2,0.5794,1.0,0,-4,4,0
3,0.5056,1.0,0,-4,4,0
3,0.5337,1.0,0,-7,4,1
3,0.5337,1.0,0,-7,4,0
2,0.5535,0.0,0,-9,4,1
2,0.5337,-1.0,0,-11,4,1
2,0.5877,1.0,0,-13,4,1
2,0.5337,1.0,0,-13,4,0
3,0.4721,-1.0,0,-13,4,0
2,0.5794,-1.0,0,-13,4,0
3,0.5337,-1.0,0,-13,4,1
3,0.5337,1.0,0,-16,4,1
3,0.4721,-1.0,0,-16,4,0
2,0.4721,-1.0,0,-16,4,0
3,0.4721,-1.0,0,-13,4,0
2,0.5337,1.0,0,-10,4,0
3,0.5337,-1.0,0,-10,4,0
3,0.5056,-1.0,0,-10,4,0
3,0.5877,1.0,0,-13,4,1
2,0.5877,1.0,0,-15,4,1
3,0.5337,-1.0,0,-12,4,0
3,0.5535,1.0,0,-12,4,0
2,0.5337,-1.0,0,-11,4,1
2,0.5877,1.0,0,-13,4,1
2,0.5337,1.0,0,-15,4,1
2,0.5794,-1.0,0,-15,4,0
2,0.5056,-1.0,0,-13,4,0
1,0.5794,-1.0,0,-13,4,0
1,0.5794,-1.0,0,-14,4,1
3,0.4721,-1.0,0,-14,4,0
2,0.5056,-1.0,0,-15,4,1
1,0.5056,1.0,0,-16,4,1
2,0.5535,-1.0,0,-9,4,0
2,0.4721,-1.0,0,-11,4,1
2,0.4721,1.0,0,-11,4,0
3,0.5337,1.0,0,-14,4,1
1,0.5535,-1.0,0,-15,4,1
1,0.5535,1.0,0,-15,4,0
3,0.5337,1.0,0,-12,4,0
3,0.5877,1.0,0,-15,4,1
2,0.5535,-1.0,0,-11,4,0
2,0.5535,-1.0,0,-11,4,1
3,0.5056,1.0,0,-14,4,1
2,0.4721,-1.0,0,-11,4,0
1,0.4721,-1.0,0,-11,4,0
1,0.4721,-1.0,0,-12,4,1
2,0.5337,-1.0,0,-11,4,1
2,0.5337,1.0,0,-13,4,1
1,0.5337,1.0,0,-14,4,1
1,0.5337,1.0,0,-15,4,1
3,0.4721,1.0,0,-15,4,0
3,0.5877,1.0,0,-15,4,0
3,0.5535,1.0,0,-15,4,0
1,0.5056,1.0,0,-13,4,1
1,0.5056,1.0,0,-14,4,1
1,0.5877,-1.0,0,-12,4,0
1,0.5877,-1.0,0,-12,4,0
2,0.5877,-1.0,0,-12,4,1
1,0.4721,-1.0,0,-13,4,1
1,0.4721,1.0,0,-13,4,0
2,0.5056,1.0,0,-15,4,1
2,0.5794,0.0,1,0,5,1
1,0.5337,0.0,1,-1,5,1
1,0.5337,1.0,1,0,5,1
2,0.5877,0.0,1,2,5,1
2,0.5535,0.0,1,4,5,1
2,0.5535,1.0,1,6,5,1
1,0.5337,1.0,1,4,5,1
1,0.5337,1.0,1,5,5,1
2,0.5794,1.0,1,5,5,0
2,0.5794,-1.0,1,5,5,1
2,0.5337,1.0,1,5,5,1
2,0.4721,0.0,1,5,5,0
2,0.5535,1.0,1,7,5,1
3,0.4721,-1.0,1,7,5,0
3,0.4928,0.0,1,10,5,1
2,0.5877,1.0,1,10,5,0
2,0.5337,1.0,1,10,5,0
3,0.5337,-1.0,1,13,5,1
1,0.5535,1.0,1,14,5,1
1,0.5535,1.0,1,15,5,1
3,0.5535,1.0,1,13,5,0
3,0.5877,-1.0,1,13,5,0
2,0.4721,-1.0,1,10,5,0
2,0.5794,1.0,1,10,5,1
2,0.5337,1.0,1,8,5,0
3,0.5794,1.0,1,6,5,0
3,0.5337,-1.0,1,6,5,0
3,0.4721,-1.0,1,6,5,0
3,0.5337,-1.0,1,9,5,1
3,0.5337,1.0,1,12,5,1
2,0.5337,1.0,1,12,5,0
3,0.4721,-1.0,1,15,5,1
3,0.5877,-1.0,1,15,5,0
2,0.5877,-1.0,1,15,5,0
3,0.4721,1.0,1,18,5,1
3,0.5337,-1.0,1,18,5,0
3,0.4721,1.0,1,18,5,0
1,0.4721,-1.0,1,18,5,0
1,0.4721,-1.0,1,19,5,1
3,0.4211,0.0,1,16,5,0
3,0.4928,1.0,1,19,5,1
2,0.4721,1.0,1,21,5,1
2,0.5794,-1.0,1,21,5,0
2,0.5794,-1.0,1,21,5,0
2,0.5337,-1.0,1,21,5,1
2,0.5535,-1.0,1,21,5,0
2,0.4721,1.0,1,21,5,0
3,0.5337,1.0,1,22,5,1
2,0.4721,-1.0,1,24,5,1
2,0.5877,-1.0,1,26,5,1
3,0.4721,1.0,1,24,5,0
2,0.4721,-1.0,1,26,5,1
1,0.4721,1.0,1,27,5,1
3,0.5794,-1.0,1,28,5,1
3,0.5337,1.0,1,28,5,1
3,0.5794,1.0,1,31,5,1
2,0.4721,1.0,1,33,5,1
1,0.5535,-1.0,1,34,5,1
1,0.5535,1.0,1,35,5,1
2,0.5794,1.0,1,32,5,0
3,0.5877,1.0,1,33,5,1
3,0.5877,1.0,1,33,5,1
3,0.5877,1.0,1,33,5,0
1,0.4928,1.0,1,29,5,1
1,0.4928,1.0,1,30,5,1
2,0.4211,-1.0,1,29,5,1
2,0.5337,0.0,1,0,6,0
2,0.5535,0.0,1,2,6,1
3,0.4721,0.0,1,5,6,1
2,0.5337,-1.0,1,7,6,1
3,0.5535,1.0,1,7,6,0
3,0.4721,1.0,1,10,6,1
3,0.5337,1.0,1,8,6,0
3,0.5877,0.0,1,8,6,0
3,0.5877,-1.0,1,8,6,0
3,0.4721,1.0,1,8,6,0
3,0.5337,-1.0,1,11,6,1
2,0.4721,-1.0,1,9,6,0
2,0.4721,-1.0,1,11,6,1
3,0.5056,0.0,1,11,6,0
2,0.5535,-1.0,1,13,6,1
3,0.5337,1.0,1,13,6,0
3,0.5877,-1.0,1,13,6,1
2,0.4721,1.0,1,15,6,1
1,0.4721,1.0,1,10,6,1
1,0.4721,1.0,1,10,6,0
2,0.5535,1.0,1,12,6,1
3,0.4211,0.0,1,12,6,0
2,0.5794,0.0,1,14,6,1
3,0.5877,1.0,1,17,6,1
3,0.4721,-1.0,1,20,6,1
2,0.5535,1.0,1,20,6,1
2,0.5337,-1.0,1,18,6,0
3,0.5535,1.0,1,19,6,1
3,0.4721,1.0,1,22,6,1
3,0.4721,1.0,1,22,6,0
2,0.5337,-1.0,1,22,6,1
1,0.5535,1.0,1,23,6,1
1,0.5535,1.0,1,24,6,1
3,0.5337,1.0,1,24,6,0
2,0.4721,-1.0,1,22,6,0
2,0.4721,-1.0,1,20,6,0
1,0.5877,1.0,1,19,6,1
1,0.5877,1.0,1,20,6,1
1,0.5794,1.0,1,21,6,1
1,0.5794,1.0,1,22,6,1
2,0.5056,-1.0,1,24,6,1
3,0.5337,-1.0,1,25,6,1
2,0.4928,0.0,1,25,6,0
1,0.5056,1.0,1,26,6,1
1,0.5056,1.0,1,27,6,1
3,0.5337,1.0,1,27,6,0
2,0.3333,0.0,1,25,6,0
3,0.5794,1.0,1,26,6,1
3,0.4721,-1.0,1,27,6,1
2,0.5794,1.0,1,24,6,0
2,0.5535,1.0,1,24,6,1
3,0.5877,1.0,1,27,6,1
3,0.4721,1.0,1,30,6,1
1,0.4721,1.0,1,29,6,1
1,0.4721,1.0,1,30,6,1
3,0.5337,-1.0,1,30,6,0
2,0.4721,1.0,1,32,6,1
2,0.4211,-1.0,1,34,6,1
3,0.5877,1.0,1,37,6,1
3,0.5337,-1.0,1,37,6,1
2,0.4721,1.0,1,35,6,0
2,0.5535,1.0,1,37,6,1
2,0.5794,-1.0,1,35,6,0
3,0.5877,1.0,1,38,6,1
1,0.5056,1.0,1,39,6,1
1,0.5056,1.0,1,40,6,1
2,0.5,0.0,1,40,6,0
3,0.3333,-1.0,1,40,6,0
2,0.3333,-1.0,1,42,6,1
3,0.4211,1.0,1,40,6,0
2,0.5794,0.0,0,0,7,0
2,0.5794,-1.0,0,0,7,0
2,0.4721,0.0,0,0,7,0
3,0.5877,0.0,0,2,7,0
2,0.5337,0.0,0,0,7,1
2,0.5794,-1.0,0,2,7,0
2,0.4721,-1.0,0,2,7,1
2,0.5535,0.0,0,2,7,0
3,0.5337,1.0,0,2,7,0
2,0.5535,-1.0,0,2,7,0
2,0.4721,1.0,0,2,7,0
3,0.4721,-1.0,0,2,7,0
3,0.5056,0.0,0,2,7,0
2,0.5877,-1.0,0,2,7,0
2,0.5794,-1.0,0,2,7,1
2,0.5056,-1.0,0,3,7,1
2,0.5535,-1.0,0,6,7,0
1,0.4721,-1.0,0,9,7,0
1,0.4721,-1.0,0,9,7,0
2,0.5794,1.0,0,7,7,1
2,0.5337,-1.0,0,7,7,1
2,0.5794,1.0,0,7,7,1
3,0.5535,-1.0,0,6,7,1
1,0.5877,-1.0,0,5,7,1
1,0.5877,1.0,0,4,7,1
1,0.5337,1.0,0,3,7,1
1,0.5337,1.0,0,2,7,1
3,0.5337,1.0,0,-1,7,1
3,0.5337,1.0,0,1,7,0
3,0.5535,1.0,0,-2,7,1
3,0.5337,-1.0,0,-5,7,1
2,0.5337,1.0,0,-2,7,0
3,0.5535,1.0,0,-2,7,0
2,0.5794,1.0,0,0,7,0
1,0.5337,-1.0,0,0,7,0
2,0.4721,-1.0,0,0,7,1
2,0.5794,-1.0,0,2,7,0
2,0.4721,1.0,0,4,7,0
3,0.5337,-1.0,0,1,7,1
2,0.5794,-1.0,0,1,7,0
2,0.4721,-1.0,0,-1,7,1
2,0.5337,1.0,0,-1,7,0
3,0.4721,1.0,0,-1,7,1
3,0.5535,-1.0,0,-1,7,1
2,0.5877,1.0,0,-3,7,1
2,0.5877,1.0,0,-3,7,1
2,0.5535,1.0,0,-3,7,1
2,0.5794,-1.0,0,-3,7,1
1,0.5794,1.0,0,-4,7,1
3,0.4928,0.0,0,-4,7,0
2,0.5535,1.0,0,-6,7,1
2,0.4721,1.0,0,-4,7,0
3,0.4721,-1.0,0,-7,7,1
3,0.5337,-1.0,0,-10,7,1
2,0.5877,1.0,0,-7,7,0
3,0.5535,1.0,0,-7,7,1
2,0.5337,1.0,0,-7,7,0
2,0.5056,1.0,0,-7,7,0
3,0.5535,1.0,0,-7,7,0
3,0.5056,-1.0,0,-7,7,0
2,0.5535,-1.0,0,-6,7,0
2,0.5535,-1.0,0,-6,7,0
3,0.5056,-1.0,0,-4,7,0
2,0.5877,-1.0,0,-4,7,1
2,0.4721,1.0,0,-4,7,1
2,0.5535,-1.0,0,-2,7,0
2,0.4721,1.0,0,0,7,0
1,0.5794,1.0,0,-1,7,1
1,0.5794,1.0,0,-2,7,1
2,0.4721,-1.0,0,0,7,0
2,0.4721,-1.0,0,0,7,0
3,0.5535,-1.0,0,5,7,0
1,0.5535,-1.0,0,5,7,0
1,0.5535,-1.0,0,4,7,1
2,0.5794,1.0,0,6,7,0
1,0.5877,1.0,0,5,7,1
1,0.5877,1.0,0,4,7,1
2,0.5056,-1.0,0,4,7,1
1,0.5056,1.0,0,4,7,0
3,0.5056,-1.0,0,6,7,0
3,0.5056,-1.0,0,6,7,0
2,0.5337,-1.0,0,8,7,0
3,0.5535,1.0,0,7,7,1
3,0.4721,0.0,1,-3,8,0
3,0.4721,-1.0,1,0,8,1
3,0.5337,0.0,1,3,8,1
3,0.5337,1.0,1,3,8,0
3,0.5337,-1.0,1,6,8,1
3,0.5877,0.0,1,9,8,1
3,0.5337,1.0,1,9,8,0
1,0.5794,0.0,1,10,8,1
1,0.5794,1.0,1,11,8,1
2,0.4721,1.0,1,10,8,1
3,0.5337,-1.0,1,7,8,0
2,0.5,0.0,1,9,8,1
3,0.4928,0.0,1,6,8,0
2,0.4928,-1.0,1,8,8,1
2,0.5794,1.0,1,8,8,1
3,0.4721,1.0,1,6,8,0
1,0.5877,1.0,1,5,8,1
1,0.5877,1.0,1,6,8,1
2,0.5877,1.0,1,4,8,0
3,0.4211,0.0,1,2,8,0
1,0.5056,0.0,1,3,8,1
1,0.5056,1.0,1,4,8,1
3,0.5337,-1.0,1,5,8,1
2,0.5056,1.0,1,5,8,0
3,0.5877,-1.0,1,6,8,1
3,0.5794,1.0,1,7,8,1
1,0.4721,-1.0,1,6,8,1
1,0.4721,1.0,1,7,8,1
1,0.4928,1.0,1,6,8,1
1,0.4928,1.0,1,7,8,1
3,0.5877,1.0,1,7,8,1
2,0.5877,1.0,1,7,8,0
3,0.4721,1.0,1,10,8,1
3,0.5877,-1.0,1,13,8,1
2,0.4721,1.0,1,12,8,1
3,0.4721,1.0,1,9,8,0
2,0.4721,-1.0,1,8,8,1
3,0.5337,1.0,1,8,8,0
3,0.5337,-1.0,1,8,8,0
2,0.5877,1.0,1,10,8,1
2,0.5877,1.0,1,12,8,1
1,0.5877,1.0,1,13,8,1
2,0.5794,1.0,1,13,8,0
2,0.5535,0.0,1,15,8,1
3,0.5056,-1.0,1,13,8,0
2,0.5056,-1.0,1,13,8,1
1,0.5056,1.0,1,14,8,1
2,0.4721,1.0,1,11,8,0
1,0.5535,1.0,1,9,8,1
1,0.5535,1.0,1,10,8,1
3,0.4721,-1.0,1,10,8,0
1,0.5877,1.0,1,11,8,1
1,0.5877,1.0,1,12,8,1
2,0.4721,-1.0,1,10,8,1
2,0.4721,1.0,1,10,8,0
2,0.5794,-1.0,1,10,8,1
1,0.4211,-1.0,1,11,8,1
1,0.4211,1.0,1,12,8,1
3,0.5535,1.0,1,15,8,1
3,0.5337,-1.0,1,15,8,0
3,0.5337,-1.0,1,18,8,1
3,0.4928,1.0,1,18,8,0
3,0.5337,1.0,1,21,8,1
2,0.5337,1.0,1,20,8,1
1,0.5337,1.0,1,21,8,1
1,0.5337,1.0,1,22,8,1
2,0.5056,1.0,1,24,8,1
1,0.5337,1.0,1,22,8,1
1,0.5337,1.0,1,23,8,1
1,0.5877,1.0,1,22,8,1
1,0.5877,1.0,1,23,8,1
3,0.5337,1.0,1,20,8,0
3,0.4211,1.0,1,18,8,0
2,0.5056,1.0,1,18,8,1
1,0.5535,1.0,1,17,8,1
1,0.5535,1.0,1,18,8,1
2,0.4211,-1.0,1,18,8,0
2,0.5535,1.0,1,20,8,1
3,0.4211,-1.0,1,21,8,1
1,0.5794,0.0,0,3,9,0
1,0.5794,-1.0,0,2,9,1
3,0.4721,0.0,0,4,9,1
2,0.5877,0.0,0,4,9,0
2,0.4721,1.0,0,4,9,0
3,0.5056,0.0,0,4,9,0
2,0.5056,-1.0,0,4,9,0
3,0.4721,-1.0,0,4,9,0
3,0.5337,0.0,0,6,9,0
3,0.4928,0.0,0,8,9,0
3,0.4721,-1.0,0,8,9,0
2,0.5535,0.0,0,8,9,0
3,0.5056,-1.0,0,5,9,1
2,0.5794,1.0,0,5,9,0
3,0.5794,-1.0,0,7,9,0
2,0.5877,-1.0,0,5,9,1
2,0.5877,1.0,0,7,9,0
2,0.4721,-1.0,0,9,9,0
2,0.5,0.0,0,9,9,0
3,0.5535,-1.0,0,11,9,0
3,0.5877,-1.0,0,11,9,0
3,0.4721,-1.0,0,11,9,0
2,0.5794,-1.0,0,13,9,0
3,0.5337,-1.0,0,13,9,1
3,0.4928,-1.0,0,13,9,0
3,0.5337,1.0,0,10,9,1
1,0.5794,-1.0,0,10,9,0
2,0.5794,-1.0,0,8,9,1
2,0.5794,1.0,0,8,9,0
2,0.5794,-1.0,0,8,9,0
2,0.4721,-1.0,0,8,9,1
2,0.5877,-1.0,0,8,9,0
2,0.4721,1.0,0,10,9,0
2,0.5794,-1.0,0,10,9,0
3,0.5056,1.0,0,12,9,0
3,0.5056,-1.0,0,9,9,1
2,0.4721,-1.0,0,11,9,0
3,0.5337,1.0,0,13,9,0
3,0.5056,1.0,0,13,9,0
3,0.5337,-1.0,0,15,9,0
3,0.5337,-1.0,0,18,9,0
2,0.5877,-1.0,0,18,9,0
3,0.4721,-1.0,0,15,9,1
3,0.5337,-1.0,0,17,9,0
1,0.5794,-1.0,0,19,9,1
1,0.5794,1.0,0,18,9,1
2,0.5535,-1.0,0,20,9,0
3,0.5535,-1.0,0,20,9,0
2,0.4721,1.0,0,18,9,1
2,0.4721,1.0,0,18,9,0
2,0.5535,-1.0,0,18,9,0
3,0.5056,-1.0,0,21,9,0
2,0.5535,-1.0,0,19,9,1
3,0.4721,-1.0,0,21,9,0
2,0.5877,-1.0,0,21,9,0
2,0.4211,0.0,0,21,9,0
2,0.4721,-1.0,0,19,9,1
1,0.4721,1.0,0,18,9,1
1,0.4721,1.0,0,20,9,1
1,0.4721,1.0,0,19,9,1
3,0.4928,-1.0,0,21,9,0
3,0.4211,-1.0,0,21,9,0
1,0.5056,-1.0,0,21,9,0
1,0.5056,-1.0,0,21,9,0
3,0.5337,0.0,0,2,10,0
2,0.5794,0.0,0,4,10,0
3,0.5535,0.0,0,1,10,1
2,0.5877,0.0,0,-1,10,1
1,0.5794,-1.0,0,-1,10,0
1,0.5794,-1.0,0,-2,10,1
2,0.5337,-1.0,0,-4,10,1
2,0.4721,0.0,0,-4,10,0
3,0.5056,0.0,0,-2,10,0
1,0.5535,1.0,0,-1,10,1
1,0.5535,1.0,0,-2,10,1
2,0.5877,1.0,0,-1,10,1
3,0.5794,1.0,0,-2,10,1
2,0.4721,-1.0,0,-1,10,1
2,0.5056,-1.0,0,-1,10,0
3,0.5337,1.0,0,0,10,1
1,0.5877,1.0,0,0,10,0
1,0.5877,-1.0,0,-1,10,1
2,0.4721,1.0,0,-1,10,0
3,0.5535,1.0,0,1,10,0
2,0.5337,1.0,0,1,10,0
2,0.5337,-1.0,0,1,10,0
2,0.5337,-1.0,0,2,10,1
1,0.5337,1.0,0,1,10,1
3,0.5337,1.0,0,3,10,0
2,0.5056,-1.0,0,6,10,0
