shot_value,field_goal_percentage,lag1,home_crowd,score_diff,game_num,shot_outcome_numeric
3,0.5535,1.0,1,4,36,0
2,0.5535,-1.0,1,6,36,1
3,0.5337,-1.0,1,9,36,1
2,0.5877,-1.0,1,9,36,0
1,0.5535,1.0,1,7,36,1
1,0.5535,1.0,1,8,36,1
1,0.5535,1.0,1,7,36,1
1,0.5535,1.0,1,8,36,1
3,0.5535,0.0,1,3,37,1
2,0.5794,0.0,1,5,37,1
3,0.4721,0.0,1,5,37,0
3,0.5535,1.0,1,5,37,0
3,0.5877,0.0,1,5,37,0
3,0.4721,-1.0,1,3,37,0
2,0.5794,1.0,1,3,37,0
1,0.5877,-1.0,1,4,37,1
1,0.5877,1.0,1,5,37,1
2,0.5535,-1.0,1,7,37,1
3,0.5877,1.0,1,7,37,0
3,0.5056,0.0,1,7,37,0
2,0.5056,-1.0,1,7,37,0
3,0.5056,-1.0,1,8,37,1
2,0.5056,1.0,1,8,37,1
1,0.5056,1.0,1,7,37,1
1,0.5056,1.0,1,8,37,1
2,0.5535,1.0,1,6,37,0
1,0.5535,-1.0,1,7,37,1
1,0.5535,1.0,1,8,37,1
3,0.5337,0.0,1,8,37,0
2,0.5056,1.0,1,8,37,0
3,0.5877,-1.0,1,8,37,0
3,0.4721,-1.0,1,11,37,1
2,0.4721,1.0,1,11,37,0
3,0.5056,-1.0,1,11,37,0
1,0.5794,-1.0,1,8,37,1
1,0.5794,1.0,1,9,37,1
2,0.5056,-1.0,1,9,37,0
2,0.5794,1.0,1,9,37,0
2,0.5056,-1.0,1,7,37,0
1,0.5337,-1.0,1,6,37,1
1,0.5337,1.0,1,7,37,1
2,0.5794,-1.0,1,9,37,1
2,0.5535,1.0,1,8,37,0
2,0.4721,-1.0,1,7,37,0
3,0.5056,-1.0,1,10,37,1
2,0.5535,-1.0,1,10,37,1
3,0.5337,1.0,1,10,37,0
2,0.5056,1.0,1,10,37,0
2,0.4721,-1.0,1,5,37,0
2,0.5535,1.0,1,7,37,1
1,0.5535,1.0,1,8,37,1
3,0.5056,-1.0,1,8,37,0
3,0.5337,-1.0,1,8,37,0
2,0.5056,-1.0,1,8,37,0
2,0.5794,1.0,1,8,37,0
3,0.5337,-1.0,1,8,37,0
3,0.4721,-1.0,1,9,37,1
2,0.5535,1.0,1,11,37,1
3,0.5056,-1.0,1,11,37,0
3,0.5877,-1.0,1,9,37,0
2,0.4721,1.0,1,8,37,0
2,0.4721,-1.0,1,6,37,0
2,0.5056,-1.0,1,8,37,1
2,0.5794,-1.0,1,4,37,0
2,0.5337,-1.0,1,4,37,0
3,0.5056,1.0,1,4,37,0
2,0.5337,-1.0,1,4,37,1
2,0.5056,-1.0,1,4,37,0
1,0.4721,-1.0,1,5,37,1
1,0.4721,1.0,1,6,37,1
2,0.5535,1.0,1,6,37,0
2,0.4721,1.0,1,6,37,0
2,0.5535,-1.0,1,6,37,1
1,0.5337,1.0,1,5,37,1
1,0.5337,1.0,1,6,37,1
3,0.5337,0.0,0,3,38,0
3,0.5794,0.0,0,10,38,0
2,0.5877,0.0,0,8,38,1
2,0.5056,0.0,0,8,38,0
2,0.5056,-1.0,0,9,38,0
2,0.5535,0.0,0,9,38,0
3,0.5337,-1.0,0,6,38,1
2,0.5877,1.0,0,8,38,0
3,0.5337,1.0,0,11,38,0
3,0.5056,-1.0,0,8,38,1
3,0.5535,-1.0,0,8,38,1
3,0.5535,1.0,0,11,38,0
2,0.5056,1.0,0,13,38,1
3,0.5794,-1.0,0,15,38,0
2,0.5056,1.0,0,13,38,1
1,0.5056,1.0,0,12,38,1
2,0.5535,-1.0,0,14,38,0
3,0.3043,0.0,0,17,38,0
2,0.5794,-1.0,0,15,38,1
1,0.5794,1.0,0,17,38,1
1,0.5794,1.0,0,17,38,0
2,0.5794,-1.0,0,17,38,0
2,0.5794,-1.0,0,17,38,0
3,0.3043,-1.0,0,19,38,0
3,0.5877,-1.0,0,19,38,0
3,0.5337,-1.0,0,16,38,1
1,0.5877,-1.0,0,15,38,1
1,0.5877,1.0,0,14,38,1
3,0.3043,-1.0,0,14,38,0
2,0.5337,1.0,0,12,38,1
3,0.5056,1.0,0,12,38,0
2,0.5877,1.0,0,12,38,0
2,0.5877,-1.0,0,12,38,0
3,0.5337,1.0,0,9,38,1
2,0.5056,-1.0,0,11,38,0
2,0.5877,-1.0,0,11,38,0
3,0.5337,1.0,0,10,38,1
2,0.5535,-1.0,0,13,38,0
2,0.5794,-1.0,0,13,38,1
2,0.5056,-1.0,0,14,38,1
3,0.5877,-1.0,0,11,38,1
3,0.5877,1.0,0,11,38,0
3,0.5056,1.0,0,8,38,1
2,0.5877,-1.0,0,8,38,0
3,0.5877,-1.0,0,7,38,1
2,0.5535,-1.0,0,8,38,1
3,0.5337,1.0,0,8,38,1
2,0.5337,1.0,0,10,38,0
3,0.5056,1.0,0,12,38,0
3,0.5877,1.0,0,9,38,1
2,0.5794,1.0,0,9,38,0
1,0.5794,-1.0,0,8,38,1
1,0.5794,1.0,0,7,38,1
3,0.5056,-1.0,0,7,38,0
3,0.5337,-1.0,0,9,38,0
2,0.5337,-1.0,0,9,38,0
2,0.5535,1.0,0,7,38,1
1,0.5535,1.0,0,6,38,1
3,0.5056,-1.0,0,8,38,0
1,0.5535,1.0,0,9,38,1
1,0.5535,1.0,0,9,38,0
3,0.5535,-1.0,0,12,38,0
2,0.5056,-1.0,0,13,38,0
3,0.5877,1.0,0,13,38,1
3,0.3043,-1.0,0,12,38,1
3,0.5877,1.0,0,14,38,0
3,0.5056,-1.0,0,14,38,0
