"game_id","play_id","half","shooter","shot_outcome","shooter_team","shot_outcome_numeric","shot_sequence","previous_shots"
401169781,28,1,"Justin Moore","missed","Villanova",-1,-1,1
401169782,28,1,"Cole Swider","missed","Villanova",-1,-1,0
401169783,28,1,"Ryan Daly","missed","Saint Joseph's",-1,-2,-1
401169784,28,1,"Saddiq Bey","made","Villanova",1,2,1
401169785,28,1,"Naji Marshall","made","Xavier",1,1,1
401168352,28,1,"Brandon Slater","missed","Villanova",-1,-1,0
401169470,28,1,"Alterique Gilbert","missed","UConn",-1,-2,-1
401168302,28,1,"Kamar Baldwin","missed","Butler",-1,-2,-1
401168419,28,1,"Collin Gillespie","missed","Villanova",-1,-2,-1
401168378,28,1,"Romeo Weems","missed","DePaul",-1,-1,0
401168454,28,1,"Romaro Gill","missed","Seton Hall",-1,-2,-1
401169779,29,1,"Justin Moore","missed","Villanova",-1,-2,-1
401169780,29,1,"C.J. Jones","missed","Middle Tennessee",-1,-2,-1
401182609,29,1,"Collin Gillespie","made","Villanova",1,3,2
401169784,29,1,"Ryan Allen","missed","Delaware",-1,-2,-1
401168413,29,1,"Koby McEwen","missed","Marquette",-1,-1,1
401168396,29,1,"Terrell Allen","missed","Georgetown",-1,-1,0
401168452,29,1,"Jared Rhoden","made","Seton Hall",1,1,0
401169471,29,1,"J.P. Moorman II","missed","Temple",-1,-1,0
401169786,29,1,"Collin Gillespie","missed","Villanova",-1,-2,-1
401168470,29,1,"Josh Roberts","made","St. John's",1,1,-1
401168439,29,1,"A.J. Reeves","missed","Providence",-1,-3,-2
401168404,29,1,"Terrell Allen","missed","Georgetown",-1,-3,-2
401182609,30,1,"Reggie Perry","missed","Mississippi State",-1,-1,2
401185770,30,1,"MaCio Teague","made","Baylor",1,1,0
401169781,30,1,"Justin Moore","made","Villanova",1,1,-1
401169782,30,1,"Devon Goodman","made","Pennsylvania",1,1,0
401169783,30,1,"Saddiq Bey","made","Villanova",1,2,1
401168325,30,1,"Mitch Ballock","missed","Creighton",-1,-1,0
401168352,30,1,"Charlie Moore","made","DePaul",1,1,-2
401169470,30,1,"Alterique Gilbert","made","UConn",1,1,-2
401168435,30,1,"Nate Watson","missed","Providence",-1,-1,1
401168468,30,1,"Jeremiah Robinson-Earl","missed","Villanova",-1,-2,-1
401168419,30,1,"Markus Howard","missed","Marquette",-1,-1,-1
401168378,30,1,"Romeo Weems","missed","DePaul",-1,-2,-1
401168470,30,1,"Josh Roberts","made","St. John's",1,1,1
401169778,31,1,"Jeremiah Robinson-Earl","missed","Villanova",-1,-1,-1
401166061,31,1,"Duane Washington Jr.","missed","Ohio State",-1,-1,4
401169780,31,1,"Saddiq Bey","missed","Villanova",-1,-1,0
401185770,31,1,"Collin Gillespie","made","Villanova",1,2,-1
401169782,31,1,"Saddiq Bey","missed","Villanova",-1,-1,4
401169783,31,1,"Ryan Daly","missed","Saint Joseph's",-1,-3,-2
401169784,31,1,"Justin Moore","made","Villanova",1,1,0
401169661,31,1,"Udoka Azubuike","missed","Kansas",-1,-2,-1
401169785,31,1,"Jeremiah Robinson-Earl","made","Villanova",1,1,0
401168413,31,1,"Jermaine Samuels","missed","Villanova",-1,-3,-2
401168352,31,1,"Saddiq Bey","missed","Villanova",-1,-1,1
401169470,31,1,"Saddiq Bey","missed","Villanova",-1,-1,3
401168331,31,1,"Saddiq Bey","missed","Villanova",-1,-1,0
401168306,31,1,"Sean McDermott","made","Butler",1,2,1
401168452,31,1,"Jared Rhoden","missed","Seton Hall",-1,-1,1
401169471,31,1,"Cole Swider","missed","Villanova",-1,-1,0
401168439,31,1,"Nate Watson","missed","Providence",-1,-1,0
401168404,31,1,"Justin Moore","missed","Villanova",-1,-1,1
401185770,32,1,"Jared Butler","missed","Baylor",-1,-1,-1
401169785,32,1,"Quentin Goodin","missed","Xavier",-1,-1,1
401168435,32,1,"David Duke","made","Providence",1,1,-1
401168468,32,1,"Jeremiah Robinson-Earl","made","Villanova",1,1,-2
401168306,32,1,"Collin Gillespie","missed","Villanova",-1,-1,1
