"game_id","play_id","half","shooter","shot_outcome","shooter_team","shot_outcome_numeric","shot_sequence","previous_shots"
401169780,79,1,"Cole Swider","made","Villanova",1,2,1
401169661,79,1,"Isaiah Moss","missed","Kansas",-1,-3,-2
401168396,79,1,"Jahvon Blair","missed","Georgetown",-1,-1,0
401168302,79,1,"Collin Gillespie","missed","Villanova",-1,-5,-4
401168468,79,1,"Nick Rutherford","made","St. John's",1,1,1
401168331,79,1,"Saddiq Bey","missed","Villanova",-1,-3,1
401168378,79,1,"Justin Moore","made","Villanova",1,2,1
401169786,79,1,"Tyrique Jones","missed","Xavier",-1,-3,-2
401168404,79,1,"Qudus Wahab","made","Georgetown",1,1,-2
401166061,80,1,"Kaleb Wesson","made","Ohio State",1,1,-1
401169780,80,1,"Jayce Johnson","made","Middle Tennessee",1,1,-1
401185770,80,1,"Freddie Gillespie","made","Baylor",1,1,-1
401169782,80,1,"Ryan Betley","made","Pennsylvania",1,2,1
401169783,80,1,"Rahmir Moore","made","Saint Joseph's",1,1,-3
401168352,80,1,"Charlie Moore","missed","DePaul",-1,-1,1
401169470,80,1,"Collin Gillespie","missed","Villanova",-1,-1,0
401168435,80,1,"David Duke","missed","Providence",-1,-3,-2
401168468,80,1,"Bryan Antoine","missed","Villanova",-1,-1,0
401168306,80,1,"Saddiq Bey","made","Villanova",1,1,1
401168470,80,1,"Saddiq Bey","missed","Villanova",-1,-1,4
401168439,80,1,"Dhamir Cosby-Roundtree","made","Villanova",1,1,0
401169778,81,1,"Justin Moore","missed","Villanova",-1,-1,2
401166061,81,1,"Saddiq Bey","missed","Villanova",-1,-3,-2
401169779,81,1,"Justin Moore","made","Villanova",1,1,-2
401169780,81,1,"Cole Swider","made","Villanova",1,3,2
401182609,81,1,"Jeremiah Robinson-Earl","made","Villanova",1,1,1
401185770,81,1,"Cole Swider","missed","Villanova",-1,-1,2
401169781,81,1,"Jermaine Samuels","made","Villanova",1,2,1
401169783,81,1,"Dhamir Cosby-Roundtree","missed","Villanova",-1,-1,0
401169784,81,1,"Nate Darling","missed","Delaware",-1,-2,-1
401169661,81,1,"Cole Swider","made","Villanova",1,1,-1
401169785,81,1,"Naji Marshall","made","Xavier",1,1,-1
401168413,81,1,"Markus Howard","made","Marquette",1,6,-1
401168325,81,1,"Justin Moore","missed","Villanova",-1,-2,-1
401168396,81,1,"Jermaine Samuels","made","Villanova",1,1,0
401168306,81,1,"Kamar Baldwin","missed","Butler",-1,-4,-3
401168452,81,1,"Collin Gillespie","missed","Villanova",-1,-4,-3
401168378,81,1,"Charlie Moore","made","DePaul",1,1,-2
401168454,81,1,"Jeremiah Robinson-Earl","missed","Villanova",-1,-1,-1
401168404,81,1,"Brandon Slater","missed","Villanova",-1,-1,0
401169780,82,1,"C.J. Jones","made","Middle Tennessee",1,1,-3
401169782,82,1,"Ryan Betley","missed","Pennsylvania",-1,-1,2
401169785,82,1,"Naji Marshall","missed","Xavier",-1,-1,1
401168413,82,1,"Markus Howard","made","Marquette",1,7,6
401168396,82,1,"Terrell Allen","made","Georgetown",1,2,1
401168352,82,1,"Saddiq Bey","missed","Villanova",-1,-1,1
401169470,82,1,"Jalen Gaffney","made","UConn",1,1,0
401168302,82,1,"Aaron Thompson","missed","Butler",-1,-2,-1
401168435,82,1,"Saddiq Bey","made","Villanova",1,1,1
401168468,82,1,"Marcellus Earlington","made","St. John's",1,1,0
401168419,82,1,"Saddiq Bey","made","Villanova",1,1,-1
401169471,82,1,"Collin Gillespie","made","Villanova",1,2,-1
401168378,82,1,"Charlie Moore","made","DePaul",1,1,1
401169786,82,1,"Naji Marshall","missed","Xavier",-1,-2,-1
401168470,82,1,"Marcellus Earlington","made","St. John's",1,1,1
401169778,83,1,"Alex King","missed","Army",-1,-2,-1
401169779,83,1,"Cole Swider","missed","Villanova",-1,-1,1
401169780,83,1,"Cole Swider","made","Villanova",1,4,3
401185770,83,1,"Matthew Mayer","missed","Baylor",-1,-1,-1
401169781,83,1,"Jermaine Samuels","made","Villanova",1,3,2
401169783,83,1,"Saddiq Bey","missed","Villanova",-1,-1,2
401169784,83,1,"Nate Darling","missed","Delaware",-1,-3,-2
401168413,83,1,"Markus Howard","made","Marquette",1,8,7
401168396,83,1,"Cole Swider","missed","Villanova",-1,-1,1
401169470,83,1,"Saddiq Bey","missed","Villanova",-1,-1,-1
401168331,83,1,"Jeremiah Robinson-Earl","missed","Villanova",-1,-2,-1
401168306,83,1,"Saddiq Bey","made","Villanova",1,1,1
401168452,83,1,"Collin Gillespie","missed","Villanova",-1,-5,-4
401169471,83,1,"Jake Forrester","missed","Temple",-1,-1,1
401168378,83,1,"Brandon Slater","missed","Villanova",-1,-1,0
401168439,83,1,"Saddiq Bey","made","Villanova",1,1,-1
401168454,83,1,"Jeremiah Robinson-Earl","made","Villanova",1,1,-1
401169780,84,1,"Antonio Green","made","Middle Tennessee",1,1,-2
401169781,84,1,"David Beatty","missed","La Salle",-1,-1,1
401169782,84,1,"Saddiq Bey","made","Villanova",1,5,4
401169785,84,1,"Dhamir Cosby-Roundtree","made","Villanova",1,1,0
401168413,84,1,"Jermaine Samuels","made","Villanova",1,1,-3
401168325,84,1,"Christian Bishop","missed","Creighton",-1,-1,1
401168352,84,1,"Jermaine Samuels","made","Villanova",1,1,-1
401168302,84,1,"Jeremiah Robinson-Earl","made","Villanova",1,2,-1
401168435,84,1,"Luwane Pipkins","made","Providence",1,1,-1
401168468,84,1,"Justin Moore","made","Villanova",1,1,1
401168419,84,1,"Saddiq Bey","missed","Villanova",-1,-1,1
401169786,84,1,"Cole Swider","missed","Villanova",-1,-1,1
401168454,84,1,"Sandro Mamukelashvili","missed","Seton Hall",-1,-1,3
401168404,84,1,"Jagan Mosely","missed","Georgetown",-1,-2,1
401166061,85,1,"D.J. Carton","missed","Ohio State",-1,-2,-1
401169779,85,1,"Mason McMurray","missed","Ohio",-1,-1,1
401169780,85,1,"Collin Gillespie","missed","Villanova",-1,-1,4
401185770,85,1,"Matthew Mayer","made","Baylor",1,1,-1
401169782,85,1,"AJ Brodeur","made","Pennsylvania",1,2,1
401169784,85,1,"Justin Moore","missed","Villanova",-1,-2,-1
401169661,85,1,"Jermaine Samuels","missed","Villanova",-1,-1,0
401169785,85,1,"Naji Marshall","missed","Xavier",-1,-1,-1
401168413,85,1,"Markus Howard","made","Marquette",1,9,8
401168396,85,1,"Jeremiah Robinson-Earl","missed","Villanova",-1,-1,1
401168352,85,1,"Jalen Coleman-Lands","missed","DePaul",-1,-1,-1
401168435,85,1,"Jeremiah Robinson-Earl","missed","Villanova",-1,-1,1
401168331,85,1,"Ty-Shon Alexander","made","Creighton",1,2,-1
401168452,85,1,"Saddiq Bey","missed","Villanova",-1,-2,-1
401169471,85,1,"Collin Gillespie","made","Villanova",1,3,2
401168470,85,1,"Justin Moore","missed","Villanova",-1,-1,2
401168439,85,1,"Nate Watson","missed","Providence",-1,-2,-1
401182609,86,1,"Collin Gillespie","missed","Villanova",-1,-1,5
401185770,86,1,"Cole Swider","made","Villanova",1,2,-1
401169782,86,1,"Justin Moore","made","Villanova",1,1,-1
401169783,86,1,"Ryan Daly","made","Saint Joseph's",1,1,1
401168413,86,1,"Collin Gillespie","missed","Villanova",-1,-2,1
401168325,86,1,"Christian Bishop","made","Creighton",1,1,-1
401169470,86,1,"Josh Carlton","missed","UConn",-1,-1,2
401168302,86,1,"Jeremiah Robinson-Earl","made","Villanova",1,3,2
401168468,86,1,"Justin Moore","missed","Villanova",-1,-1,1
401168331,86,1,"Collin Gillespie","made","Villanova",1,1,-2
401168306,86,1,"Bryce Nze","made","Butler",1,1,-2
401168419,86,1,"Sacar Anim","made","Marquette",1,1,-1
401169786,86,1,"Saddiq Bey","made","Villanova",1,1,-1
401168404,86,1,"Collin Gillespie","missed","Villanova",-1,-1,-1
401169778,87,1,"Saddiq Bey","made","Villanova",1,3,-1
401169779,87,1,"Ben Vander Plas","made","Ohio",1,1,1
401169780,87,1,"Eli Lawrence","missed","Middle Tennessee",-1,-1,1
401169781,87,1,"Jermaine Samuels","missed","Villanova",-1,-1,3
401169783,87,1,"Ryan Daly","made","Saint Joseph's",1,1,1
401169784,87,1,"Justin Moore","made","Villanova",1,1,-2
401169661,87,1,"Justin Moore","made","Villanova",1,1,-2
401169785,87,1,"Brandon Slater","missed","Villanova",-1,-1,0
401168325,87,1,"Jermaine Samuels","made","Villanova",1,1,-2
401168352,87,1,"Justin Moore","missed","Villanova",-1,-4,-3
401168302,87,1,"Khalif Battle","made","Butler",1,1,0
401168331,87,1,"Ty-Shon Alexander","made","Creighton",1,3,2
401169471,87,1,"Collin Gillespie","missed","Villanova",-1,-1,3
401169786,87,1,"KyKy Tandy","made","Xavier",1,1,-1
401168470,87,1,"Justin Moore","missed","Villanova",-1,-1,-1
401168439,87,1,"Justin Moore","missed","Villanova",-1,-2,-1
401168454,87,1,"Myles Powell","missed","Seton Hall",-1,-2,-1
401169778,88,1,"Ben Kinker","missed","Army",-1,-2,-1
401169779,88,1,"Cole Swider","missed","Villanova",-1,-2,-1
401182609,88,1,"D.J. Stewart Jr.","missed","Mississippi State",-1,-2,-1
401185770,88,1,"Matthew Mayer","made","Baylor",1,2,1
401169783,88,1,"Jermaine Samuels","made","Villanova",1,1,-1
401169784,88,1,"Nate Darling","missed","Delaware",-1,-4,-3
401168413,88,1,"Koby McEwen","missed","Marquette",-1,-2,-1
401169470,88,1,"Akok Akok","made","UConn",1,2,1
401168468,88,1,"Saddiq Bey","made","Villanova",1,1,1
401168331,88,1,"Jermaine Samuels","missed","Villanova",-1,-1,-1
401168306,88,1,"Bryce Nze","made","Butler",1,1,1
401168452,88,1,"Myles Cale","made","Seton Hall",1,1,-1
401168419,88,1,"Sacar Anim","missed","Marquette",-1,-1,1
401169786,88,1,"Saddiq Bey","missed","Villanova",-1,-1,1
401168404,88,1,"Jahvon Blair","made","Georgetown",1,1,1
401166061,89,1,"CJ Walker","made","Ohio State",1,5,4
401169780,89,1,"Justin Moore","missed","Villanova",-1,-1,-1
401185770,89,1,"Matthew Mayer","missed","Baylor",-1,-1,2
401169783,89,1,"Chereef Knox","missed","Saint Joseph's",-1,-1,1
401169661,89,1,"Udoka Azubuike","missed","Kansas",-1,-2,1
401169785,89,1,"Justin Moore","missed","Villanova",-1,-1,1
401168396,89,1,"Mac McClung","made","Georgetown",1,1,1
401169470,89,1,"Jeremiah Robinson-Earl","made","Villanova",1,1,1
401168302,89,1,"Jermaine Samuels","made","Villanova",1,1,1
401168435,89,1,"Saddiq Bey","made","Villanova",1,1,1
401168468,89,1,"Julian Champagnie","missed","St. John's",-1,-2,-1
401168452,89,1,"Jermaine Samuels","missed","Villanova",-1,-1,4
401169471,89,1,"Alani Moore II","missed","Temple",-1,-1,0
401168378,89,1,"Justin Moore","missed","Villanova",-1,-1,2
401168439,89,1,"Justin Moore","missed","Villanova",-1,-3,-2
401168404,89,1,"Collin Gillespie","missed","Villanova",-1,-2,-1
401169778,90,1,"Saddiq Bey","made","Villanova",1,4,3
401166061,90,1,"Collin Gillespie","missed","Villanova",-1,-3,-2
401182609,90,1,"Jeremiah Robinson-Earl","made","Villanova",1,2,1
401169784,90,1,"Collin Gillespie","missed","Villanova",-1,-4,-3
401168396,90,1,"Jermaine Samuels","missed","Villanova",-1,-1,1
401169470,90,1,"Christian Vital","missed","UConn",-1,-1,1
401168302,90,1,"Jermaine Samuels","made","Villanova",1,2,1
401168435,90,1,"Luwane Pipkins","made","Providence",1,1,1
401168331,90,1,"Ty-Shon Alexander","made","Creighton",1,4,3
401169786,90,1,"Zach Freemantle","made","Xavier",1,1,-1
401168470,90,1,"Marcellus Earlington","made","St. John's",1,2,1
401168454,90,1,"Quincy McKnight","made","Seton Hall",1,4,3
401182609,91,1,"Tyson Carter","missed","Mississippi State",-1,-3,-2
401169781,91,1,"Bryan Antoine","made","Villanova",1,1,0
401169782,91,1,"Justin Moore","made","Villanova",1,1,1
401168325,91,1,"Bryan Antoine","missed","Villanova",-1,-1,0
401168352,91,1,"Bryan Antoine","missed","Villanova",-1,-1,0
401168302,91,1,"Bryce Golden","made","Butler",1,2,1
401168435,91,1,"Saddiq Bey","made","Villanova",1,2,1
401168468,91,1,"Collin Gillespie","made","Villanova",1,1,-2
401168419,91,1,"Jeremiah Robinson-Earl","missed","Villanova",-1,-1,-1
401169471,91,1,"Saddiq Bey","missed","Villanova",-1,-3,-2
401168378,91,1,"Jaylen Butz","made","DePaul",1,1,1
401169786,91,1,"Collin Gillespie","missed","Villanova",-1,-3,-2
401168470,91,1,"Marcellus Earlington","made","St. John's",1,3,2
401168454,91,1,"Jeremiah Robinson-Earl","missed","Villanova",-1,-1,1
401169778,92,1,"John Scully","missed","Army",-1,-1,0
401169779,92,1,"Collin Gillespie","missed","Villanova",-1,-4,-3
401185770,92,1,"Cole Swider","made","Villanova",1,3,2
401169782,92,1,"Eddie Scott","missed","Pennsylvania",-1,-1,0
401169783,92,1,"Ryan Daly","missed","Saint Joseph's",-1,-2,1
401169784,92,1,"Ryan Allen","made","Delaware",1,1,1
401168413,92,1,"Collin Gillespie","missed","Villanova",-1,-3,-2
401168396,92,1,"Mac McClung","missed","Georgetown",-1,-1,1
401169470,92,1,"Justin Moore","missed","Villanova",-1,-1,1
401168302,92,1,"Jeremiah Robinson-Earl","made","Villanova",1,4,3
401168435,92,1,"A.J. Reeves","missed","Providence",-1,-1,-1
401168331,92,1,"Collin Gillespie","missed","Villanova",-1,-2,1
401168306,92,1,"Bryce Nze","missed","Butler",-1,-1,1
401168452,92,1,"Myles Powell","missed","Seton Hall",-1,-1,-1
401168378,92,1,"Collin Gillespie","missed","Villanova",-1,-1,1
401168470,92,1,"Justin Moore","made","Villanova",1,1,-1
401168439,92,1,"Nate Watson","made","Providence",1,1,-2
401168404,92,1,"Jamorko Pickett","missed","Georgetown",-1,-1,4
401166061,93,1,"Saddiq Bey","missed","Villanova",-1,-4,-3
401182609,93,1,"Jermaine Samuels","missed","Villanova",-1,-1,1
401185770,93,1,"Matthew Mayer","made","Baylor",1,2,-1
401169781,93,1,"Saul Phiri","made","La Salle",1,1,-1
401169661,93,1,"David McCormack","missed","Kansas",-1,-1,2
401169785,93,1,"Naji Marshall","missed","Xavier",-1,-2,-1
401168325,93,1,"Kelvin Jones","made","Creighton",1,2,1
401168352,93,1,"Paul Reed","made","DePaul",1,1,-2
401168419,93,1,"Jeremiah Robinson-Earl","made","Villanova",1,1,-1
401169471,93,1,"Quinton Rose","made","Temple",1,1,1
401169786,93,1,"KyKy Tandy","missed","Xavier",-1,-1,1
401168470,93,1,"Marcellus Earlington","missed","St. John's",-1,-1,3
401168439,93,1,"Nate Watson","missed","Providence",-1,-2,1
401168454,93,1,"Quincy McKnight","missed","Seton Hall",-1,-1,4
401169778,94,1,"Saddiq Bey","missed","Villanova",-1,-1,4
401169781,94,1,"Justin Moore","missed","Villanova",-1,-1,3
401169782,94,1,"Devon Goodman","missed","Pennsylvania",-1,-1,-1
401169783,94,1,"Lorenzo Edwards","missed","Saint Joseph's",-1,-3,1
401168413,94,1,"Koby McEwen","made","Marquette",1,1,-2
401168325,94,1,"Justin Moore","missed","Villanova",-1,-3,-2
401168396,94,1,"Mac McClung","missed","Georgetown",-1,-1,-1
401168352,94,1,"Saddiq Bey","missed","Villanova",-1,-1,-1
401168302,94,1,"Aaron Thompson","made","Butler",1,1,-2
401168331,94,1,"Damien Jefferson","missed","Creighton",-1,-2,-1
401168306,94,1,"Bryce Nze","made","Butler",1,1,-1
401168452,94,1,"Saddiq Bey","made","Villanova",1,1,-2
401169471,94,1,"Collin Gillespie","made","Villanova",1,3,-1
401168378,94,1,"Paul Reed","made","DePaul",1,2,-1
401169779,95,1,"Jason Preston","made","Ohio",1,1,-1
401169780,95,1,"Donovan Sims","missed","Middle Tennessee",-1,-1,1
401185770,95,1,"Tristan Clark","missed","Baylor",-1,-1,1
401169661,95,1,"Saddiq Bey","missed","Villanova",-1,-1,1
401168302,95,1,"Justin Moore","made","Villanova",1,1,-1
401168435,95,1,"Saddiq Bey","missed","Villanova",-1,-1,2
401168306,95,1,"Dhamir Cosby-Roundtree","missed","Villanova",-1,-1,-1
401169471,95,1,"Nate Pierre-Louis","missed","Temple",-1,-2,-1
401169786,95,1,"Saddiq Bey","made","Villanova",1,1,-1
401168470,95,1,"Jermaine Samuels","missed","Villanova",-1,-3,-2
401168439,95,1,"Jermaine Samuels","missed","Villanova",-1,-2,1
401168454,95,1,"Myles Powell","made","Seton Hall",1,1,-2
401169779,96,1,"Justin Moore","made","Villanova",1,1,1
401182609,96,1,"KeyShawn Feazell","missed","Mississippi State",-1,-2,-1
401168413,96,1,"Koby McEwen","made","Marquette",1,1,1
401168325,96,1,"Damien Jefferson","made","Creighton",1,2,1
401168352,96,1,"Paul Reed","made","DePaul",1,1,1
401168302,96,1,"Kamar Baldwin","missed","Butler",-1,-3,-2
401168468,96,1,"Mustapha Heron","missed","St. John's",-1,-1,0
401168331,96,1,"Justin Moore","made","Villanova",1,1,-1
401168419,96,1,"Saddiq Bey","missed","Villanova",-1,-2,-1
401169786,96,1,"Naji Marshall","made","Xavier",1,1,-2
401168454,96,1,"Justin Moore","made","Villanova",1,1,1
401166061,97,1,"Saddiq Bey","missed","Villanova",-1,-5,-4
401169779,97,1,"Ben Vander Plas","missed","Ohio",-1,-1,1
401185770,97,1,"Justin Moore","missed","Villanova",-1,-1,0
401169783,97,1,"Collin Gillespie","made","Villanova",1,1,-1
401169784,97,1,"Justin Moore","made","Villanova",1,1,1
401169661,97,1,"Marcus Garrett","made","Kansas",1,1,-2
401169785,97,1,"Saddiq Bey","missed","Villanova",-1,-4,-3
401168413,97,1,"Bryan Antoine","missed","Villanova",-1,-2,-1
401168352,97,1,"Jermaine Samuels","made","Villanova",1,1,1
401169471,97,1,"Collin Gillespie","missed","Villanova",-1,-1,3
401168378,97,1,"Saddiq Bey","missed","Villanova",-1,-2,-1
401169786,97,1,"Justin Moore","missed","Villanova",-1,-1,-1
401168470,97,1,"Rasheem Dunn","missed","St. John's",-1,-1,-1
401168439,97,1,"Maliek White","missed","Providence",-1,-1,3
401168454,97,1,"Myles Powell","missed","Seton Hall",-1,-2,1
401169778,98,1,"Brandon Slater","made","Villanova",1,1,0
401182609,98,1,"Saddiq Bey","made","Villanova",1,1,0
401169781,98,1,"Saddiq Bey","made","Villanova",1,1,-3
401169782,98,1,"Jordan Dingle","missed","Pennsylvania",-1,-2,1
401169783,98,1,"Collin Gillespie","made","Villanova",1,2,1
401169661,98,1,"Saddiq Bey","missed","Villanova",-1,-2,-1
401168325,98,1,"Jeremiah Robinson-Earl","missed","Villanova",-1,-4,-3
401168396,98,1,"Qudus Wahab","made","Georgetown",1,1,-1
401169470,98,1,"Bryan Antoine","made","Villanova",1,1,0
401168302,98,1,"Collin Gillespie","missed","Villanova",-1,-6,-5
401168435,98,1,"Kalif Young","missed","Providence",-1,-1,0
401168331,98,1,"Justin Moore","missed","Villanova",-1,-1,1
401168306,98,1,"Cole Swider","missed","Villanova",-1,-1,0
401168452,98,1,"Jeremiah Robinson-Earl","missed","Villanova",-1,-5,-4
401168419,98,1,"Sacar Anim","missed","Marquette",-1,-2,-1
401168404,98,1,"Collin Gillespie","made","Villanova",1,1,-2
401166061,99,1,"Kaleb Wesson","missed","Ohio State",-1,-1,1
401169780,99,1,"C.J. Jones","missed","Middle Tennessee",-1,-3,1
401182609,99,1,"Robert Woodard II","missed","Mississippi State",-1,-1,3
401185770,99,1,"Saddiq Bey","made","Villanova",1,2,1
401169781,99,1,"Saddiq Bey","made","Villanova",1,1,1
401169784,99,1,"Justyn Mutts","missed","Delaware",-1,-3,-2
401169785,99,1,"Brandon Slater","missed","Villanova",-1,-2,-1
401168413,99,1,"Theo John","made","Marquette",1,3,2
401168396,99,1,"Saddiq Bey","made","Villanova",1,4,3
401168352,99,1,"Jermaine Samuels","made","Villanova",1,2,1
401169470,99,1,"Christian Vital","missed","UConn",-1,-1,-1
401168468,99,1,"Justin Moore","made","Villanova",1,1,-1
401169471,99,1,"Alani Moore II","made","Temple",1,1,-1
401169786,99,1,"Quentin Goodin","made","Xavier",1,1,-1
401168470,99,1,"Jermaine Samuels","made","Villanova",1,1,-3
401168404,99,1,"Jahvon Blair","missed","Georgetown",-1,-2,1
401169778,100,1,"Tucker Blackwell","missed","Army",-1,-2,-1
401169779,100,1,"Jeremiah Robinson-Earl","made","Villanova",1,1,-1
401185770,100,1,"Tristan Clark","made","Baylor",1,1,-1
401169781,100,1,"Isiah Deas","missed","La Salle",-1,-2,-1
401169783,100,1,"Saddiq Bey","missed","Villanova",-1,-1,-1
401168325,100,1,"Collin Gillespie","made","Villanova",1,2,1
401168396,100,1,"Qudus Wahab","made","Georgetown",1,1,1
401168352,100,1,"Jalen Coleman-Lands","missed","DePaul",-1,-2,-1
401168302,100,1,"Saddiq Bey","made","Villanova",1,1,-4
401168435,100,1,"Nate Watson","made","Providence",1,1,1
401168468,100,1,"Justin Moore","made","Villanova",1,1,1
401168331,100,1,"Marcus Zegarowski","missed","Creighton",-1,-1,1
401168452,100,1,"Jeremiah Robinson-Earl","made","Villanova",1,1,-5
401168419,100,1,"Brendan Bailey","missed","Marquette",-1,-4,-3
401169471,100,1,"Saddiq Bey","missed","Villanova",-1,-4,-3
401168378,100,1,"Justin Moore","made","Villanova",1,2,-1
401168470,100,1,"Greg Williams Jr.","made","St. John's",1,1,1
401168439,100,1,"Greg Gantt","missed","Providence",-1,-1,0
401166061,101,1,"Jeremiah Robinson-Earl","missed","Villanova",-1,-1,-1
401169779,101,1,"Jeremiah Robinson-Earl","made","Villanova",1,2,1
401182609,101,1,"Jermaine Samuels","made","Villanova",1,1,-1
401185770,101,1,"Saddiq Bey","missed","Villanova",-1,-1,2
401169784,101,1,"Justyn Mutts","missed","Delaware",-1,-4,-3
401169661,101,1,"Collin Gillespie","missed","Villanova",-1,-4,-3
401169785,101,1,"Brandon Slater","missed","Villanova",-1,-3,-2
401168325,101,1,"Christian Bishop","made","Creighton",1,1,1
401169470,101,1,"Saddiq Bey","missed","Villanova",-1,-1,-1
401168302,101,1,"Bryce Nze","made","Butler",1,1,-1
401168435,101,1,"Justin Moore","made","Villanova",1,1,-1
401168468,101,1,"LJ Figueroa","missed","St. John's",-1,-1,-1
401168306,101,1,"Jordan Tucker","made","Butler",1,1,-1
401168378,101,1,"Charlie Moore","made","DePaul",1,1,1
401168470,101,1,"Saddiq Bey","made","Villanova",1,4,-1
401168454,101,1,"Jermaine Samuels","missed","Villanova",-1,-1,2
401169778,102,1,"Jeremiah Robinson-Earl","made","Villanova",1,1,-1
401169779,102,1,"Nolan Foster","missed","Ohio",-1,-1,0
401169780,102,1,"Tyler Millin","missed","Middle Tennessee",-1,-4,-3
401169781,102,1,"Scott Spencer","made","La Salle",1,1,-2
401169783,102,1,"Saddiq Bey","missed","Villanova",-1,-1,-1
401168413,102,1,"Markus Howard","missed","Marquette",-1,-1,9
401168325,102,1,"Collin Gillespie","made","Villanova",1,3,2
401168302,102,1,"Jermaine Samuels","missed","Villanova",-1,-1,2
401168435,102,1,"Maliek White","missed","Providence",-1,-2,1
401168306,102,1,"Jordan Tucker","made","Butler",1,1,1
401168419,102,1,"Justin Moore","missed","Villanova",-1,-1,2
401169471,102,1,"Quinton Rose","made","Temple",1,1,1
401168378,102,1,"Justin Moore","missed","Villanova",-1,-1,2
401169786,102,1,"Justin Moore","missed","Villanova",-1,-1,-1
401168404,102,1,"Jagan Mosely","missed","Georgetown",-1,-3,-2
401169778,103,1,"Tommy Funk","made","Army",1,1,1
401166061,103,1,"Jermaine Samuels","missed","Villanova",-1,-2,-1
401169780,103,1,"Tyler Millin","missed","Middle Tennessee",-1,-5,-4
401185770,103,1,"Davion Mitchell","made","Baylor",1,1,-1
401169781,103,1,"Justin Moore","made","Villanova",1,3,-1
401169784,103,1,"Brandon Slater","missed","Villanova",-1,-1,0
401168325,103,1,"Marcus Zegarowski","missed","Creighton",-1,-1,1
401168396,103,1,"Mac McClung","missed","Georgetown",-1,-2,-1
401168352,103,1,"Jermaine Samuels","missed","Villanova",-1,-1,2
401168331,103,1,"Brandon Slater","missed","Villanova",-1,-1,0
401168452,103,1,"Jeremiah Robinson-Earl","missed","Villanova",-1,-5,1
401169471,103,1,"Cole Swider","made","Villanova",1,1,-2
401168470,103,1,"Rasheem Dunn","made","St. John's",1,1,-1
401168454,103,1,"Quincy McKnight","missed","Seton Hall",-1,-1,-1
401169778,104,1,"Jeremiah Robinson-Earl","missed","Villanova",-1,-1,1
401169779,104,1,"Jeremiah Robinson-Earl","missed","Villanova",-1,-1,2
401182609,104,1,"Tyson Carter","missed","Mississippi State",-1,-4,-3
401185770,104,1,"Jeremiah Robinson-Earl","missed","Villanova",-1,-2,-1
401169782,104,1,"Justin Moore","missed","Villanova",-1,-1,1
401169661,104,1,"Marcus Garrett","missed","Kansas",-1,-2,1
401169785,104,1,"Zach Freemantle","missed","Xavier",-1,-2,-1
401168413,104,1,"Justin Moore","made","Villanova",1,1,-1
401168468,104,1,"Mustapha Heron","missed","St. John's",-1,-2,-1
401168419,104,1,"Justin Moore","made","Villanova",1,2,-1
401168470,104,1,"Rasheem Dunn","missed","St. John's",-1,-1,1
401168439,104,1,"Maliek White","made","Providence",1,3,-1
401168404,104,1,"Jamorko Pickett","made","Georgetown",1,4,-1
401166061,105,1,"Luther Muhammad","made","Ohio State",1,2,1
401169780,105,1,"Collin Gillespie","missed","Villanova",-1,-1,-1
401169783,105,1,"Collin Gillespie","made","Villanova",1,3,2
401169784,105,1,"Cole Swider","made","Villanova",1,2,1
401168413,105,1,"Koby McEwen","made","Marquette",1,1,1
401168325,105,1,"Jermaine Samuels","missed","Villanova",-1,-2,1
401168396,105,1,"Qudus Wahab","made","Georgetown",1,2,1
401168352,105,1,"Jermaine Samuels","made","Villanova",1,2,-1
401168302,105,1,"Bryce Nze","made","Butler",1,2,1
401168435,105,1,"Maliek White","missed","Providence",-1,-3,-2
401168331,105,1,"Marcus Zegarowski","made","Creighton",1,1,-1
401168306,105,1,"Bryce Golden","made","Butler",1,3,2
401168378,105,1,"Charlie Moore","missed","DePaul",-1,-1,1
401168439,105,1,"Saddiq Bey","missed","Villanova",-1,-1,1
401168454,105,1,"Collin Gillespie","missed","Villanova",-1,-1,-1
401168404,105,1,"Jeremiah Robinson-Earl","missed","Villanova",-1,-1,-1
401166061,106,1,"Dhamir Cosby-Roundtree","missed","Villanova",-1,-1,0
401169779,106,1,"Saddiq Bey","made","Villanova",1,2,1
401182609,106,1,"Justin Moore","made","Villanova",1,2,-1
401185770,106,1,"Collin Gillespie","made","Villanova",1,2,1
401169781,106,1,"Jeremiah Robinson-Earl","made","Villanova",1,1,-1
401169782,106,1,"Ryan Betley","missed","Pennsylvania",-1,-1,-1
401169783,106,1,"Myles Douglas","missed","Saint Joseph's",-1,-3,-2
401169661,106,1,"Justin Moore","missed","Villanova",-1,-2,1
401168413,106,1,"Justin Moore","missed","Villanova",-1,-1,1
401168352,106,1,"Markese Jacobs","missed","DePaul",-1,-1,0
401168468,106,1,"Justin Moore","missed","Villanova",-1,-1,1
401168306,106,1,"Collin Gillespie","missed","Villanova",-1,-1,-1
401169471,106,1,"Nate Pierre-Louis","made","Temple",1,1,-2
401169786,106,1,"Tyrique Jones","missed","Xavier",-1,-4,-3
401168470,106,1,"Collin Gillespie","made","Villanova",1,1,-1
401169780,107,1,"Donovan Sims","made","Middle Tennessee",1,1,-1
401182609,107,1,"Reggie Perry","missed","Mississippi State",-1,-1,1
401169781,107,1,"David Beatty","missed","La Salle",-1,-2,-1
401168325,107,1,"Damien Jefferson","missed","Creighton",-1,-1,2
